project_name	location	url_link	tenure	median_psf	median_price	filed_transactions
TAMAN BUKIT ANGKASA	KAMPUNG KERINCHI (BANGSAR SOUTH), KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kampung-kerinchi--bangsar-south-/taman-bukit-angkasa/non-landed/?range=1909+May-	LEASEHOLD	134	95000.0	584
SRI DESA	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/sri-desa/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	171	180000.0	584
REGALIA RESIDENCE	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/regalia-residence/non-landed/?range=1909+May-	FREEHOLD	839	485000.0	581
SENTUL MURNI	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/sentul-murni/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	103	70000.0	581
DANAU PERMAI	TAMAN DESA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-desa/danau-permai/non-landed/?range=1909+May-	LEASEHOLD	251	270000.0	581
KETUMBAR HILL	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/ketumbar-hill/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	268	262900.0	578
CENGAL	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/cengal/non-landed/?range=1909+May-	LEASEHOLD	314	280000.0	570
MAY TOWER SERVICE APARTMENT	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/may-tower-service-apartment/non-landed/?range=1909+May-	FREEHOLD	675	295400.0	568
KB JINJANG UTARA	JINJANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jinjang/kb-jinjang-utara/landed/?range=1909+May-	LEASEHOLD	74	250000.0	567
ANGKASA CONDOMINIUM	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/angkasa-condominium/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	221	205000.0	561
NOVA APARTMENT	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/nova-apartment/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	147	126290.0	559
PALM COURT CONDOMINIUM	BRICKFIELDS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/brickfields/palm-court-condominium/non-landed/?range=1909+May-	LEASEHOLD	206	195000.0	557
BANDAR BARU WANGSA MAJU	WANGSA MAJU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/wangsa-maju/bandar-baru-wangsa-maju/landed/?range=1909+May-	LEASEHOLD	201	380000.0	557
MENARA DUTA 1	DUTAMAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/dutamas/menara-duta-1/non-landed/?range=1909+May-	FREEHOLD	196	310000.0	554
PRISMA PERDANA APARTMENT	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/prisma-perdana-apartment/non-landed/?range=1909+May-	FREEHOLD	153	125000.0	553
BAM VILLA	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/bam-villa/non-landed/?range=1909+May-	LEASEHOLD	182	193000.0	551
BUKIT OUG TOWNHOUSE	BUKIT JALIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-jalil/bukit-oug-townhouse/landed/?range=1909+May-	FREEHOLD	175	240000.0	549
TAMAN SRI RAMPAI	WANGSA MAJU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/wangsa-maju/taman-sri-rampai/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	272	260000.0	548
THE TAMARIND	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/the-tamarind/non-landed/?range=1909+May-	FREEHOLD	348	425000.0	547
THE Z RESIDENCE	BUKIT JALIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-jalil/the-z-residence/non-landed/?range=1909+May-	FREEHOLD	520	660000.0	543
KUCHAI AVENUE	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/kuchai-avenue/non-landed/?range=1909+May-	FREEHOLD	326	305000.0	535
BISTARI CONDO	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/bistari-condo/non-landed/?range=1909+May-	FREEHOLD	263	315000.0	534
MENARA CITY ONE	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/menara-city-one/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	216	260000.0	534
TIFFANI KIARA	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/tiffani-kiara/non-landed/?range=1909+May-	FREEHOLD	643	1125000.0	534
SRI SUAJAYA	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/sri-suajaya/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	170	190000.0	534
SETAPAK RIA	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/setapak-ria/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	179	195000.0	533
TAMAN BUNGA RAYA	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/taman-bunga-raya/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	174	250000.0	530
DESA TASEK FASA 1A	BANDAR TASIK SELATAN, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bandar-tasik-selatan/desa-tasek-fasa-1a/non-landed/?range=1909+May-	LEASEHOLD	109	95000.0	529
O.G HEIGHTS	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/o-g-heights/non-landed/?range=1909+May-	FREEHOLD	164	157000.0	526
VILLA PUTERI CONDO	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/villa-puteri-condo/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	284	344500.0	524
PARKVIEW SERVICE APARTMENT	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/parkview-service-apartment/non-landed/?range=1909+May-	FREEHOLD	891	503000.0	523
MONT KIARA AMAN	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/mont-kiara-aman/non-landed/?range=1909+May-	FREEHOLD	599	1251189.0	522
SENTUL UTAMA	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/sentul-utama/non-landed/?range=1909+May-	LEASEHOLD	309	275000.0	521
THE SAFFRON	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/the-saffron/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	442	525000.0	521
BUKIT GEMBIRA	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/bukit-gembira/non-landed/?range=1909+May-	FREEHOLD	178	165000.0	518
DESA VILLA	TAMAN DESA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-desa/desa-villa/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	234	275000.0	518
TAMAN BRINGIN	JINJANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jinjang/taman-bringin/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	173	124000.0	513
PUNCAK BANYAN	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/puncak-banyan/non-landed/?range=1909+May-	FREEHOLD	331	269000.0	512
MENARA KENANGA	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/menara-kenanga/non-landed/?range=1909+May-	FREEHOLD	197	177650.0	512
TAMAN SRI JATI APARTMENT	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/taman-sri-jati-apartment/non-landed/?range=1909+May-	FREEHOLD	189	223000.0	511
LUCKY GARDEN (JALAN BANGSAR)	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/lucky-garden--jalan-bangsar-/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	298	865000.0	507
KIARA VILLE	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/kiara-ville/non-landed/?range=1909+May-	FREEHOLD	619	1280000.0	505
KIARA DESIGNER SUITES	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/kiara-designer-suites/non-landed/?range=1909+May-	FREEHOLD	546	680000.0	504
MONT KIARA PELANGI	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/mont-kiara-pelangi/non-landed/?range=1909+May-	FREEHOLD	394	518000.0	503
WANGSA MAJU SEKSYEN 4	WANGSA MAJU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/wangsa-maju/wangsa-maju-seksyen-4/non-landed/?range=1909+May-	LEASEHOLD	207	109000.0	501
TAMAN MIHARJA FASA 2	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-miharja-fasa-2/non-landed/?range=1909+May-	LEASEHOLD	149	123000.0	500
MENARA WARISAN (THE HERITAGE)	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/menara-warisan--the-heritage-/non-landed/?range=1909+May-	FREEHOLD	174	185000.0	499
MANDA'RINA COURT	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/manda-rina-court/non-landed/?range=1909+May-	LEASEHOLD	272	210800.0	498
PRIMA MIDAH HEIGHTS	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/prima-midah-heights/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	181	286000.0	494
FORTUNE AVENUE	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/fortune-avenue/non-landed/?range=1909+May-	LEASEHOLD	299	360000.0	492
LA VILLAS	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/la-villas/non-landed/?range=1909+May-	FREEHOLD	154	155500.0	492
CASA RIA	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/casa-ria/non-landed/?range=1909+May-	LEASEHOLD	219	222500.0	490
VISTA MUTIARA	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/vista-mutiara/non-landed/?range=1909+May-	LEASEHOLD	261	285000.0	490
THE PALLADIUM	KERAMAT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/keramat/the-palladium/non-landed/?range=1909+May-	FREEHOLD	208	220000.0	488
HAMPSHIRE RESIDENCES	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/hampshire-residences/non-landed/?range=1909+May-	FREEHOLD	885	1299600.0	487
TAMAN SRI ENDAH FLAT	SRI PETALING, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sri-petaling/taman-sri-endah-flat/non-landed/?range=1909+May-	LEASEHOLD	124	80000.0	487
TAMAN MULIA	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-mulia/non-landed/?range=1909+May-	LEASEHOLD	102	56000.0	486
TAMAN SETAPAK INDAH	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/taman-setapak-indah/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	187	260000.0	486
TAMAN MIHARJA	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-miharja/non-landed/?range=1909+May-	LEASEHOLD	136	130000.0	478
TAMAN CHERAS (YULEK HEIGHTS)	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-cheras--yulek-heights-/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	189	400000.0	476
I-ZEN KIARA I	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/i-zen-kiara-i/non-landed/?range=1909+May-	FREEHOLD	638	656500.0	476
BUKIT PANDAN 2	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/bukit-pandan-2/non-landed/?range=1909+May-	FREEHOLD	166	205500.0	474
MENARA ORKID	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/menara-orkid/non-landed/?range=1909+May-	LEASEHOLD	191	160000.0	473
TAMAN MASTIARA	BATU CAVES, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/batu-caves/taman-mastiara/landed/?range=1909+May-	LEASEHOLD	253	291500.0	472
LA GRANDE KIARA	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/la-grande-kiara/non-landed/?range=1909+May-	FREEHOLD	480	960000.0	469
MONT KIARA ASTANA	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/mont-kiara-astana/non-landed/?range=1909+May-	FREEHOLD	502	760000.0	468
MUTIARA BUKIT JALIL	BUKIT JALIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-jalil/mutiara-bukit-jalil/landed/?range=1909+May-	FREEHOLD	406	698888.0	467
PLATINUM LAKE PV13	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/platinum-lake-pv13/non-landed/?range=1909+May-	LEASEHOLD	344	490000.0	462
PRIMA SETAPAK KONDO	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/prima-setapak-kondo/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	171	226500.0	462
KUCHAI BREM PARK 1	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/kuchai-brem-park-1/non-landed/?range=1909+May-	LEASEHOLD	135	135000.0	458
TAMAN SRI ENDAH	SRI PETALING, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sri-petaling/taman-sri-endah/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	241	346500.0	456
SALAK SOUTH GARDEN	SALAK SOUTH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/salak-south/salak-south-garden/non-landed/?range=1909+May-	FREEHOLD	89	56500.0	454
DESA SRI HARTAMAS	SRI HARTAMAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sri-hartamas/desa-sri-hartamas/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	312	645000.0	451
KINRARA MAS	BUKIT JALIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-jalil/kinrara-mas/non-landed/?range=1909+May-	FREEHOLD	342	380000.0	449
BUKIT WINNER (WINNER HEIGHTS)	DESA PETALING, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/desa-petaling/bukit-winner--winner-heights-/non-landed/?range=1909+May-	LEASEHOLD	156	141500.0	448
MENARA MEGAH	JALAN IPOH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-ipoh/menara-megah/non-landed/?range=1909+May-	FREEHOLD	172	185000.0	448
METRO PRIMA -VISTA MAGNA	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/metro-prima--vista-magna/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	157	136000.0	448
TAMAN SRI BINTANG	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/taman-sri-bintang/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	198	271500.0	446
SRI LEMPAH	TAMAN DESA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-desa/sri-lempah/non-landed/?range=1909+May-	LEASEHOLD	117	65000.0	445
TAMAN JINJANG BARU	JINJANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jinjang/taman-jinjang-baru/non-landed/?range=1909+May-	LEASEHOLD	91	56500.0	444
TAMAN SRI RAMPAI	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/taman-sri-rampai/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	227	220000.0	442
IXORA APARTMENT	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/ixora-apartment/non-landed/?range=1909+May-	LEASEHOLD	161	155000.0	439
THE FORUM	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/the-forum/non-landed/?range=1909+May-	FREEHOLD	311	352667.0	438
OBD GARDEN TOWER	TAMAN DESA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-desa/obd-garden-tower/non-landed/?range=1909+May-	FREEHOLD	291	448000.0	437
BANGSAR PARK	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/bangsar-park/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	373	1100500.0	436
AWANA PURI	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/awana-puri/non-landed/?range=1909+May-	FREEHOLD	182	220000.0	434
UNITED GARDEN (TAMAN LEE YAN LIAN)	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/united-garden--taman-lee-yan-lian-/non-landed/?range=1909+May-	FREEHOLD	112	80000.0	433
PINANG APARTMENT	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/pinang-apartment/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	135	125000.0	431
INDAH APARTMENT	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/indah-apartment/non-landed/?range=1909+May-	LEASEHOLD	157	118000.0	431
PRIMA PELANGI	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/prima-pelangi/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	203	222500.0	430
DESA GEMBIRA	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/desa-gembira/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	160	200000.0	429
TAMAN DESA CHERAS	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-desa-cheras/non-landed/?range=1909+May-	FREEHOLD	97	65000.0	428
VISTA AMANI	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/vista-amani/non-landed/?range=1909+May-	LEASEHOLD	225	251500.0	428
PUTRA MAJESTIK	JALAN IPOH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-ipoh/putra-majestik/non-landed/?range=1909+May-	FREEHOLD	347	374000.0	427
TAMAN SUNGAI BESI (MEDIUM COST FLAT)	SALAK SOUTH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/salak-south/taman-sungai-besi--medium-cost-flat-/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	107	94000.0	426
DESA KIARA	SUNGAI PENCHALA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sungai-penchala/desa-kiara/non-landed/?range=1909+May-	FREEHOLD	201	250000.0	425
VISTA DAMAI	KERAMAT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/keramat/vista-damai/non-landed/?range=1909+May-	FREEHOLD	410	420000.0	419
PERTAMA RESIDENCY	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/pertama-residency/non-landed/?range=1909+May-	LEASEHOLD	506	314000.0	418
RIVERCITY CONDOMINIUM	JALAN IPOH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-ipoh/rivercity-condominium/non-landed/?range=1909+May-	FREEHOLD	362	480000.0	418
KIARAMAS SUTERA	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/kiaramas-sutera/non-landed/?range=1909+May-	FREEHOLD	428	750000.0	418
TAMAN SEJAHTERA	JINJANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jinjang/taman-sejahtera/non-landed/?range=1909+May-	LEASEHOLD	91	50000.0	414
SANG SURIA	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/sang-suria/non-landed/?range=1909+May-	FREEHOLD	389	500000.0	414
TAMAN FADASON	JINJANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jinjang/taman-fadason/non-landed/?range=1909+May-	LEASEHOLD	114	80000.0	412
TAMAN SEGAR	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-segar/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	197	674000.0	409
DYNASTY GARDEN CONDOMINIUM	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/dynasty-garden-condominium/non-landed/?range=1909+May-	LEASEHOLD	343	390000.0	409
PLATINUM HILL CONDO PV5	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/platinum-hill-condo-pv5/non-landed/?range=1909+May-	FREEHOLD	154	196500.0	409
PANGSAPURI MAWAR	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/pangsapuri-mawar/non-landed/?range=1909+May-	LEASEHOLD	250	240000.0	405
PELANGI INDAH CONDO	JALAN KUCHING, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-kuching/pelangi-indah-condo/non-landed/?range=1909+May-	FREEHOLD	142	151400.0	404
MONT KIARA DAMAI	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/mont-kiara-damai/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	616	1580000.0	401
ANGKUPURI	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/angkupuri/non-landed/?range=1909+May-	FREEHOLD	361	520000.0	399
LE YUAN RESIDENCE	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/le-yuan-residence/non-landed/?range=1909+May-	FREEHOLD	550	800000.0	398
DESA PUTRA	WANGSA MAJU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/wangsa-maju/desa-putra/non-landed/?range=1909+May-	LEASEHOLD	328	420000.0	397
MUTIARA UPPER EAST	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/mutiara-upper-east/non-landed/?range=1909+May-	LEASEHOLD	506	970000.0	391
BUKIT JALIL	BUKIT JALIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-jalil/bukit-jalil/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	426	1100000.0	389
